cpu_usage,memory_usage,disk_usage,network_latency,application_state
52,65,38,14,good
81,62,27,20,good
100,86,79,2,good
44,40,62,8,good
31,85,63,4,good
35,57,11,20,good
80,97,40,9,good
98,78,28,20,bad
59,9,22,19,good
10,14,84,2,good
62,41,79,16,good
20,92,50,11,good
51,56,44,8,good
54,86,89,12,good
25,16,100,3,good
67,59,21,13,good
33,8,9,2,good
51,35,6,13,good
81,72,72,8,good
98,79,88,15,good
92,35,14,9,good
51,47,76,11,good
28,50,45,3,good
37,96,89,7,good
41,94,84,14,good
20,69,86,15,good
41,73,60,9,good
12,79,91,20,good
63,67,60,11,good
16,21,50,7,good
8,76,37,12,good
40,79,11,19,good
0,92,87,18,good
1,5,76,13,good
59,25,65,11,good
47,74,53,1,good
28,87,38,6,good
96,92,75,2,bad
9,2,38,13,good
57,51,77,13,good
59,73,29,19,good
20,59,47,9,good
27,62,82,19,good
74,64,30,1,good
33,51,24,8,good
7,89,67,14,good
58,75,50,16,good
85,13,12,4,good
71,88,99,18,good
48,71,62,14,good
78,67,41,9,good
16,27,53,15,good
59,70,100,3,good
86,9,66,4,good
87,56,79,18,good
44,99,89,14,good
82,65,55,15,good
68,89,18,8,good
31,49,45,10,good
43,13,14,12,good
64,15,31,9,good
86,53,48,8,good
100,42,20,17,good
7,41,64,9,good
76,80,69,13,good
71,21,26,14,good
86,67,22,5,good
42,18,46,9,good
0,65,94,16,good
50,38,11,19,good
23,72,84,7,good
98,18,65,12,good
23,15,4,2,good
16,53,8,18,good
4,24,19,18,good
19,17,81,16,good
20,22,62,11,good
57,84,85,2,good
30,10,71,14,good
99,38,97,4,good
10,67,72,7,good
51,24,70,2,good
14,62,29,14,good
82,95,81,7,good
6,29,90,9,good
27,44,15,8,good
50,89,84,9,good
57,60,4,7,good
4,99,28,19,good
4,50,46,17,good
93,97,100,13,good
95,8,21,11,good
7,75,77,18,good
63,1,56,17,good
9,4,82,16,good
37,61,34,10,good
95,68,87,4,good
91,51,59,4,good
80,85,69,11,good
94,4,59,8,good
7,58,57,9,good
24,67,2,16,good
72,8,33,10,good
65,92,44,9,good
78,21,49,3,good
49,26,1,2,good
66,9,14,9,good
48,79,36,13,good
35,60,14,6,good
67,50,59,4,good
77,9,95,14,good
40,5,84,11,good
88,61,63,2,good
61,4,80,3,good
9,69,97,5,good
20,62,95,7,good
35,55,51,11,good
11,58,22,12,good
90,62,98,11,good
1,88,36,19,good
12,58,40,13,good
52,50,100,4,good
31,49,56,14,good
94,3,96,12,good
15,47,24,2,good
31,31,36,8,good
31,50,39,19,good
97,51,84,13,good
10,98,45,1,good
9,73,59,5,good
14,33,97,11,good
16,35,18,11,good
39,69,90,13,good
17,42,8,2,good
54,15,68,19,good
72,58,4,16,good
24,52,88,5,good
58,18,25,14,good
77,97,18,19,good
88,88,29,5,good
21,94,99,9,good
29,40,47,12,good
83,80,15,16,good
84,46,70,19,good
43,93,17,15,good
31,53,55,17,good
50,54,20,15,good
45,94,30,3,good
20,18,0,17,good
98,61,2,13,good
31,98,94,9,good
93,92,24,13,good
38,58,7,16,good
11,64,64,19,good
46,67,61,14,good
17,27,6,8,good
20,17,6,19,good
12,25,7,3,good
20,18,18,18,good
7,54,16,16,good
45,56,10,14,good
6,5,48,16,good
22,0,10,17,good
95,7,40,20,good
74,96,61,11,good
85,50,51,13,good
21,84,65,11,good
88,87,67,4,good
21,24,91,14,good
91,46,96,5,good
28,54,74,4,good
12,63,66,1,good
81,82,39,14,good
1,92,4,7,good
28,9,84,10,good
84,55,21,2,good
78,11,36,10,good
51,32,10,3,good
26,70,43,8,good
49,16,85,10,good
94,60,52,8,good
78,9,76,14,good
22,30,60,18,good
87,59,66,9,good
43,69,12,9,good
76,16,91,4,good
21,49,10,3,good
42,36,10,14,good
36,81,84,14,good
60,61,84,16,good
96,89,6,5,bad
55,79,16,20,good
2,71,47,15,good
62,87,13,9,good
18,76,62,7,good
22,28,63,13,good
28,31,96,8,good
29,87,74,12,good
38,79,76,4,good
24,10,64,16,good
100,95,33,6,good
7,5,8,5,good
57,34,76,1,good
15,32,36,14,good
71,17,29,9,good
0,36,40,18,good
4,12,44,6,good
2,73,100,15,good
64,100,46,16,good
3,89,6,8,good
98,80,13,19,good
95,63,47,5,good
63,0,5,14,good
97,62,33,7,good
88,88,79,4,good
9,33,100,1,good
20,9,99,4,good
45,83,45,14,good
90,6,58,16,good
26,55,69,7,good
65,79,7,10,good
40,36,23,10,good
12,28,66,4,good
8,11,3,12,good
35,16,95,6,good
85,47,0,13,good
89,83,33,1,good
57,25,8,8,good
53,82,62,16,good
11,11,75,5,good
80,20,9,7,good
77,41,9,3,good
13,60,49,2,good
33,57,43,2,good
52,53,47,20,good
19,33,86,10,good
74,6,5,20,good
15,34,87,9,good
94,14,23,18,good
69,64,84,6,good
55,89,94,20,good
82,98,57,6,good
100,24,63,10,good
57,58,93,9,good
3,78,55,9,good
3,85,97,3,good
19,5,81,12,good
9,51,11,11,good
23,78,34,14,good
98,87,70,19,bad
25,20,88,10,good
36,70,5,19,good
84,92,64,5,good
53,95,79,9,good
20,31,59,1,good
73,52,67,15,good
37,58,28,4,good
45,68,37,7,good
3,61,91,6,good
59,3,21,15,good
56,85,7,6,good
44,17,62,7,good
19,98,95,20,good
16,80,96,3,good
70,55,12,13,good
3,23,26,2,good
92,65,17,3,good
13,12,17,13,good
2,61,76,9,good
87,53,85,19,good
100,14,61,18,good
79,68,13,5,good
57,2,10,10,good
54,36,85,14,good
3,36,99,17,good
23,100,16,3,good
33,2,50,7,good
29,62,95,9,good
81,34,13,5,good
18,51,56,4,good
30,86,92,3,good
59,27,5,13,good
59,93,56,9,good
18,17,3,7,good
48,35,10,8,good
62,32,73,10,good
82,63,91,1,good
21,25,10,20,good
23,47,98,1,good
75,39,78,19,good
29,16,7,2,good
57,39,83,12,good
30,6,58,13,good
99,56,20,14,good
63,7,64,5,good
18,55,92,3,good
47,30,23,17,good
44,58,29,1,good
99,57,98,14,good
93,11,96,6,good
54,47,83,17,good
54,30,56,4,good
96,82,79,6,good
17,62,72,1,good
62,73,94,9,good
91,38,16,4,good
46,75,58,9,good
74,19,30,9,good
56,100,63,13,good
44,47,47,17,good
32,70,22,3,good
16,53,69,6,good
69,77,29,20,good
3,74,54,15,good
19,70,6,14,good
46,28,74,13,good
90,73,97,9,good
14,92,11,15,good
69,72,59,14,good
46,99,51,4,good
77,47,26,11,good
74,73,11,2,good
8,82,12,16,good
89,55,71,19,good
15,94,79,16,good
68,16,61,7,good
60,8,28,11,good
9,96,34,12,good
49,33,59,4,good
2,44,28,16,good
76,87,30,16,good
93,8,76,7,good
69,6,75,13,good
80,15,60,5,good
50,18,1,1,good
18,5,32,5,good
41,10,71,14,good
34,75,61,11,good
45,60,58,2,good
25,41,39,18,good
68,12,48,15,good
92,11,31,14,good
63,84,37,13,good
36,73,91,2,good
83,19,78,19,good
48,49,86,8,good
20,35,87,17,good
73,91,12,15,good
63,87,84,20,good
4,68,53,14,good
99,36,75,3,good
69,11,12,17,good
89,98,38,3,good
3,39,22,13,good
38,53,91,18,good
34,1,13,1,good
0,49,16,7,good
23,40,23,5,good
56,44,57,2,good
99,8,62,17,good
69,61,33,10,good
40,85,50,4,good
53,46,85,9,good
45,4,9,11,good
59,75,71,12,good
59,0,20,12,good
56,43,36,18,good
30,21,6,4,good
83,37,89,9,good
23,18,12,8,good
88,79,79,19,good
35,30,29,13,good
84,66,30,2,good
29,86,4,19,good
23,41,31,14,good
29,81,15,5,good
85,25,72,10,good
91,12,21,17,good
6,57,63,20,good
34,17,43,16,good
54,66,39,17,good
91,86,36,1,good
13,2,77,15,good
9,54,15,17,good
79,88,42,11,good
15,90,83,5,good
53,57,62,4,good
94,62,14,9,good
88,90,43,16,good
76,51,89,12,good
69,88,8,18,good
43,23,64,3,good
72,71,98,15,good
44,8,43,18,good
99,36,19,12,good
55,93,69,13,good
83,82,73,1,good
81,52,32,4,good
56,79,79,8,good
20,23,99,19,good
67,20,5,5,good
49,99,82,11,good
32,39,30,17,good
90,61,65,17,good
6,69,17,2,good
69,68,27,1,good
14,13,67,4,good
81,41,64,9,good
31,49,79,2,good
74,60,44,3,good
19,3,57,6,good
87,71,46,13,good
14,87,65,15,good
47,74,51,11,good
70,16,35,10,good
20,84,0,3,good
41,56,38,20,good
25,89,86,9,good
13,47,89,10,good
56,43,74,12,good
36,44,0,8,good
57,90,74,17,good
20,79,87,5,good
81,89,73,8,good
68,32,13,18,good
2,30,77,11,good
86,46,70,10,good
89,5,22,15,good
36,71,42,6,good
87,70,21,19,bad
48,33,59,17,good
18,52,99,10,good
88,13,26,5,good
84,15,55,16,good
11,42,1,12,good
60,72,38,5,good
40,73,50,1,good
32,80,18,2,good
49,11,61,5,good
67,69,70,19,good
70,18,75,15,good
85,40,66,1,good
32,52,62,11,good
80,28,4,18,good
23,69,71,3,good
60,58,77,9,good
60,88,60,4,good
97,63,99,13,good
27,23,70,9,good
57,88,6,3,good
42,15,49,16,good
40,51,45,8,good
38,79,95,7,good
85,5,71,17,good
48,36,75,16,good
16,84,73,18,good
97,3,13,16,good
69,97,72,15,good
69,91,93,2,good
97,37,68,20,good
64,40,64,4,good
73,91,64,5,good
84,80,56,7,good
4,13,61,15,good
1,70,19,17,good
21,85,74,10,good
56,50,25,20,good
65,64,43,9,good
73,92,66,16,good
97,51,69,3,good
15,94,61,9,good
50,29,44,8,good
38,56,10,7,good
85,78,71,17,good
75,81,92,5,good
87,98,73,7,good
39,29,33,13,good
37,97,87,18,good
59,41,45,14,good
58,10,80,18,good
9,26,31,3,good
98,23,74,17,good
63,98,97,19,good
62,38,87,7,good
48,71,4,4,good
63,17,62,15,good
31,76,28,8,good
6,44,47,16,good
20,87,97,1,good
19,86,15,16,good
25,11,24,2,good
67,48,100,2,good
85,93,71,8,good
14,30,28,12,good
84,91,51,11,good
78,21,45,6,good
85,43,24,19,good
91,91,22,18,good
13,63,33,5,good
26,76,66,15,good
39,24,93,8,good
57,50,33,6,good
27,6,31,12,good
25,5,28,19,good
62,23,8,12,good
65,18,65,12,good
24,82,56,9,good
2,99,38,10,good
71,8,6,17,good
43,35,68,18,good
96,39,7,16,good
41,92,95,4,good
98,23,17,18,good
5,47,81,3,good
38,62,48,16,good
51,68,15,14,good
22,52,20,9,good
88,53,9,6,good
49,41,3,4,good
42,44,43,2,good
18,89,7,10,good
68,13,54,11,good
50,28,18,7,good
10,5,63,5,good
11,6,39,4,good
73,36,50,6,good
7,52,8,2,good
23,17,29,2,good
91,86,55,16,good
40,37,80,13,good
35,58,43,7,good
100,0,58,5,good
84,67,14,17,good
71,43,67,13,good
54,46,69,15,good
8,34,60,3,good
46,86,79,4,good
14,90,89,15,good
47,59,100,18,good
81,89,22,3,good
41,51,76,7,good
59,7,46,8,good
83,79,16,11,good
69,40,56,9,good
11,2,53,20,good
1,95,90,12,good
6,68,51,5,good
79,83,21,1,good
2,13,100,14,good
2,95,82,3,good
26,25,38,15,good
39,69,98,10,good
32,57,12,10,good
91,99,77,3,good
0,39,94,6,good
7,50,65,5,good
100,4,51,19,good
31,76,100,14,good
47,31,13,17,good
100,79,72,12,good
3,0,73,9,good
93,76,62,3,good
69,53,70,18,good
18,10,27,4,good
31,52,88,14,good
8,7,45,6,good
11,24,27,15,good
10,39,1,17,good
45,31,16,5,good
15,87,58,6,good
0,27,51,5,good
62,77,3,19,good
20,2,76,14,good
29,99,81,4,good
12,90,2,5,good
33,83,36,11,good
3,78,96,2,good
27,61,23,2,good
94,26,71,20,bad
58,44,34,12,good
26,91,1,16,good
68,24,32,17,good
24,60,75,4,good
2,43,85,14,good
96,96,76,7,good
67,45,9,15,good
24,13,80,16,good
19,7,61,8,good
33,47,42,2,good
25,13,68,19,good
4,64,58,1,good
98,79,8,4,bad
60,81,76,11,good
91,6,59,10,good
92,78,62,18,good
8,87,51,1,good
49,48,22,17,good
5,54,29,16,good
82,12,42,12,good
59,72,67,16,good
43,55,20,9,good
10,55,42,17,good
65,14,72,3,good
46,56,6,18,good
72,57,15,15,good
84,34,22,15,good
87,87,57,16,good
97,96,86,20,good
85,15,30,1,good
2,7,68,1,good
75,92,5,4,good
91,86,64,13,good
29,44,58,4,good
89,94,27,8,good
20,39,17,13,good
27,53,87,8,good
89,13,76,14,good
61,58,96,1,good
32,93,9,9,good
84,52,6,1,good
34,26,36,7,good
51,46,95,20,good
33,79,44,13,good
40,5,85,15,good
50,54,15,9,good
46,96,87,16,good
81,43,13,17,good
57,17,10,9,good
74,15,82,6,good
56,11,86,20,good
22,19,33,12,good
47,44,59,16,good
21,63,12,15,good
16,58,38,7,good
68,92,43,10,good
10,93,27,4,good
93,89,39,3,good
14,21,15,18,good
90,96,49,1,good
34,46,27,13,good
32,28,67,18,good
83,85,91,8,good
15,44,59,11,good
33,76,11,10,good
65,8,15,4,good
98,23,52,4,good
39,14,53,4,good
27,35,48,12,good
46,12,35,8,good
38,90,61,13,good
69,43,83,8,good
72,100,25,3,good
19,70,55,12,good
0,71,89,18,good
71,100,21,15,good
86,77,72,14,good
62,75,68,9,good
66,35,80,5,good
3,60,48,15,good
57,80,97,8,good
24,39,1,3,good
46,92,52,12,good
37,26,6,5,good
14,0,99,9,good
62,33,76,20,good
20,67,19,3,good
98,87,93,8,good
56,20,29,13,good
52,32,74,8,good
45,6,94,5,good
13,64,66,7,good
99,2,58,5,good
75,50,65,9,good
16,78,2,5,good
38,94,55,8,good
8,53,78,12,good
98,79,16,4,good
76,73,51,9,good
78,92,6,14,good
81,58,4,19,good
96,5,97,13,good
5,28,96,3,good
90,16,53,4,good
22,59,60,1,good
58,21,15,1,good
90,23,100,11,good
97,80,66,16,good
45,84,58,4,good
37,50,46,7,good
13,49,47,12,good
99,10,63,6,good
71,55,49,20,good
61,70,84,9,good
34,41,40,8,good
18,38,71,14,good
29,68,21,15,good
77,47,53,5,good
83,56,4,15,good
24,20,16,6,good
39,81,100,1,good
87,98,77,20,good
13,19,40,9,good
25,14,91,4,good
86,68,94,2,good
21,76,80,6,good
47,50,34,2,good
82,75,39,3,good
50,61,21,7,good
2,84,47,20,good
41,36,52,17,good
18,5,92,9,good
72,70,9,9,good
27,25,17,19,good
83,7,98,5,good
44,72,79,6,good
70,90,48,18,good
77,3,70,1,good
62,20,29,17,good
72,30,18,14,good
18,20,54,15,good
46,24,59,5,good
13,14,86,17,good
37,34,71,11,good
52,48,80,10,good
60,42,20,17,good
35,40,25,1,good
39,36,27,5,good
80,56,38,16,good
29,41,32,7,good
8,46,39,12,good
63,91,82,8,good
32,60,28,18,good
51,13,19,1,good
88,67,19,20,good
13,52,73,12,good
74,83,11,4,good
52,33,96,12,good
98,75,24,1,bad
58,96,24,1,good
77,23,3,3,good
93,19,3,12,good
40,68,8,13,good
67,29,14,13,good
67,87,25,9,good
91,6,78,18,good
7,35,89,1,good
1,37,91,6,good
85,79,70,5,good
40,51,31,4,good
54,14,75,6,good
15,45,98,3,good
92,22,51,17,good
61,11,31,11,good
47,92,8,4,good
29,43,77,20,good
11,14,12,1,good
34,92,55,4,good
10,48,43,3,good
63,20,96,10,good
49,14,95,1,good
84,13,82,4,good
20,41,29,19,good
68,79,15,1,good
47,14,11,16,good
19,62,73,19,good
100,67,65,20,good
66,26,17,18,good
43,86,12,2,good
32,92,92,6,good
72,52,23,1,good
60,51,11,19,good
8,62,59,5,good
67,72,59,2,good
34,52,92,1,good
80,56,85,16,good
97,51,99,2,good
87,42,0,4,good
95,6,42,3,good
64,41,54,17,good
7,3,39,15,good
44,68,63,10,good
86,4,33,12,good
46,74,33,12,good
39,91,47,20,good
75,79,32,7,good
53,40,67,10,good
75,93,29,5,good
45,3,83,20,good
46,1,89,20,good
14,66,78,11,good
18,20,70,2,good
25,69,70,16,good
51,42,28,12,good
92,81,22,16,good
21,68,33,4,good
20,8,83,2,good
50,83,14,10,good
37,27,96,13,good
19,25,52,19,good
28,81,16,15,good
50,82,63,1,good
3,2,83,17,good
54,72,60,20,good
70,99,56,4,good
91,94,76,20,good
27,48,87,9,good
3,16,36,6,good
21,62,6,3,good
75,54,7,2,good
44,22,86,18,good
66,33,77,19,good
85,68,67,7,good
65,14,20,3,good
87,46,60,18,good
33,2,73,20,good
90,82,85,20,good
54,27,93,19,good
0,2,93,9,good
71,3,79,16,good
86,87,74,6,good
37,30,85,12,good
5,44,28,6,good
85,58,24,13,good
24,44,57,5,good
81,74,13,13,good
16,36,77,20,good
60,64,65,7,good
11,8,53,12,good
5,16,76,4,good
89,64,66,5,good
26,2,29,16,good
7,25,17,4,good
82,52,53,8,good
64,30,99,16,good
56,25,20,8,good
92,22,52,17,good
98,29,82,14,good
39,9,15,12,good
13,71,27,3,good
34,88,3,20,good
47,63,54,2,good
83,21,14,13,good
55,14,63,11,good
48,55,64,12,good
12,73,15,18,good
60,19,19,9,good
48,46,63,7,good
45,86,32,6,good
61,52,80,14,good
7,52,68,18,good
42,0,68,14,good
19,1,57,5,good
96,57,38,20,good
89,18,76,13,good
38,61,35,1,good
84,77,93,12,good
48,71,67,19,good
63,11,86,10,good
61,25,20,5,good
53,26,62,20,good
8,28,84,6,good
87,14,5,12,good
36,45,23,3,good
48,0,52,14,good
40,59,94,4,good
16,91,82,17,good
87,56,75,17,good
20,2,77,14,good
50,17,49,15,good
58,51,11,7,good
38,59,55,4,good
54,33,14,17,good
40,95,82,6,good
38,92,91,11,good
12,88,39,12,good
63,59,40,15,good
10,25,68,12,good
18,71,68,11,good
10,18,5,17,good
76,21,86,8,good
45,92,66,12,good
44,32,100,9,good
0,37,32,11,good
39,34,42,3,good
18,66,20,7,good
75,82,83,3,good
71,9,64,16,good
71,90,16,10,good
60,14,92,7,good
11,10,7,20,good
60,89,63,15,good
32,23,89,10,good
44,76,27,12,good
89,95,97,18,good
91,100,89,9,good
68,3,12,9,good
7,12,100,4,good
24,72,12,5,good
90,56,37,7,good
45,97,24,7,good
86,36,61,11,good
29,47,22,10,good
46,70,85,11,good
86,0,20,18,good
48,59,53,12,good
46,11,62,16,good
83,20,29,4,good
81,10,74,17,good
17,43,67,17,good
65,57,96,5,good
67,43,75,13,good
93,77,72,3,good
32,97,31,17,good
35,33,74,11,good
81,24,100,1,good
100,3,23,18,good
18,63,6,17,good
27,89,71,9,good
39,15,96,20,good
83,9,88,7,good
96,65,0,5,good
75,34,2,16,good
14,82,27,7,good
40,5,42,13,good
38,18,96,13,good
1,58,45,15,good
62,52,0,17,good
28,7,37,17,good
73,77,90,19,good
65,9,34,10,good
50,66,73,2,good
74,37,75,14,good
76,28,73,3,good
9,14,53,7,good
13,86,97,11,good
81,22,23,17,good
50,81,27,15,good
72,45,21,19,good
38,82,15,11,good
27,27,12,15,good
2,25,99,15,good
83,9,99,6,good
69,46,61,15,good
26,3,42,9,good
1,54,86,5,good
92,65,77,19,good
37,66,31,5,good
2,6,66,13,good
15,54,90,18,good
93,79,82,20,good
39,30,85,17,good
1,73,56,15,good
80,18,64,14,good
40,27,68,16,good
11,80,48,4,good
34,27,32,17,good
64,18,18,20,good
54,100,35,14,good
44,86,69,18,good
78,19,14,6,good
89,12,99,8,good
100,76,96,9,good
84,42,23,1,good
61,10,26,13,good
48,47,48,3,good
94,14,74,6,good
24,16,22,17,good
22,53,32,8,good
23,49,40,6,good
37,27,55,16,good
27,82,28,1,good
20,3,30,10,good
53,21,64,18,good
17,85,97,14,good
35,100,17,5,good
98,38,81,17,good
44,33,5,14,good
72,96,51,18,good
52,43,39,4,good
29,41,64,20,good
59,39,41,2,good
97,96,93,7,good
31,11,67,7,good
66,1,31,7,good
66,27,9,13,good
27,73,68,19,good
43,85,8,6,good
78,80,68,20,good
40,89,60,17,good
62,66,10,18,good
22,70,98,1,good
74,71,90,13,good
47,83,67,19,good
31,75,73,16,good
56,98,96,10,good
99,80,7,13,good
32,91,48,10,good
23,9,23,14,good
38,85,32,9,good
33,56,18,11,good
55,96,1,3,good
27,85,54,8,good
36,36,10,12,good
6,76,98,3,good
67,90,16,7,good
36,63,41,14,good
55,78,60,7,good
64,85,2,7,good
64,93,85,14,good
46,39,34,12,good
19,100,84,1,good
18,97,88,5,good
28,59,65,11,good
73,97,0,1,good
59,47,6,13,good
17,98,19,17,good
91,18,42,3,good
34,71,5,10,good
42,32,54,19,good
94,43,99,7,good
90,91,20,20,good
10,36,50,3,good
48,88,45,12,good
37,35,34,10,good
63,80,99,12,good
68,87,7,15,good
7,20,67,6,good
33,1,15,19,good
47,30,66,5,good
55,96,70,20,good
75,29,63,2,good
64,75,1,19,good
30,43,0,19,good
3,11,57,4,good
49,50,0,20,good
68,48,6,5,good
29,23,87,7,good
87,23,68,4,good
58,59,84,11,good
66,10,91,3,good
74,12,17,5,good
44,90,87,20,good
3,71,31,15,good
25,73,44,18,good
26,71,32,16,good
45,63,73,16,good
63,19,72,10,good
90,71,48,1,good
50,72,32,11,good
49,70,96,17,good
5,77,70,15,good
58,27,67,7,good
14,1,27,6,good
29,42,86,15,good
41,7,52,15,good
100,12,95,7,good
36,84,43,3,good
41,91,79,14,good
100,34,54,9,good
34,22,9,3,good
86,45,13,6,good
5,14,35,20,good
67,1,33,9,good
17,60,87,1,good
72,75,17,9,good
28,63,15,12,good
76,51,36,4,good
58,35,40,16,good
46,66,24,5,good
16,68,7,17,good
95,66,87,17,good
21,46,83,6,good
67,82,93,15,good
68,1,83,1,good
36,43,17,13,good
48,100,67,16,good
12,63,47,2,good
33,80,99,19,good
85,77,69,2,good
52,27,66,12,good
86,90,17,12,good
50,53,17,8,good
2,73,55,12,good
41,66,22,11,good
97,35,34,2,good
31,62,5,1,good
50,24,25,4,good
84,85,84,9,good
45,47,60,7,good
20,38,87,10,good
43,46,14,20,good
10,93,90,14,good
67,20,31,1,good
0,29,11,5,good
91,91,4,13,good
62,30,63,6,good
23,25,70,17,good
98,21,85,15,good
12,20,26,7,good
97,0,78,8,good
10,36,44,2,good
99,76,34,18,good
50,84,25,7,good
16,45,22,20,good
98,8,12,16,good
81,16,89,19,good
85,46,2,9,good
23,84,28,12,good
18,94,65,14,good
36,58,63,7,good
84,53,27,2,good
7,85,86,17,good
27,11,35,11,good
4,63,5,18,good
16,5,10,12,good
100,52,37,3,good
35,15,33,14,good
18,89,80,15,good
63,4,66,19,good
90,72,45,10,good
97,45,97,9,good
10,13,85,10,good
53,43,28,20,good
44,62,59,4,good
46,93,53,19,good
11,51,92,10,good
20,25,68,17,good
10,52,73,12,good
91,28,73,1,good
4,18,8,11,good
80,46,84,13,good
55,7,76,1,good
19,22,9,1,good
40,34,74,16,good
45,94,67,7,good
11,52,57,10,good
69,98,94,16,good
16,95,51,1,good
18,57,33,9,good
25,4,34,6,good
47,15,32,15,good
51,16,71,4,good
95,31,31,15,good
69,95,54,10,good
54,51,96,16,good
99,19,7,13,good
74,65,45,19,good
32,83,13,20,good
61,81,97,4,good
87,0,7,20,good
22,57,70,16,good
14,92,76,11,good
26,92,53,15,good
74,82,20,11,good
63,43,95,11,good
80,5,74,3,good
50,49,13,17,good
52,71,74,5,good
77,87,1,13,good
90,19,97,10,good
81,13,60,5,good
91,4,16,12,good
50,40,77,8,good
46,39,88,12,good
3,33,47,16,good
6,79,90,2,good
34,44,7,3,good
47,70,55,18,good
72,79,16,17,good
71,70,68,2,good
44,26,11,12,good
80,77,37,17,good
80,77,17,6,good
96,43,25,17,good
95,32,94,2,good
71,32,36,8,good
18,43,69,14,good
62,19,40,6,good
37,35,78,9,good
66,6,41,1,good
58,31,89,5,good
68,66,75,7,good
12,38,40,9,good
46,92,46,14,good
60,23,13,9,good
30,85,0,4,good
79,69,16,20,good
95,87,96,15,good
21,86,54,4,good
92,53,92,3,good
85,37,52,14,good
42,73,30,9,good
66,79,61,19,good
53,74,7,6,good
9,31,29,3,good
41,44,76,18,good
63,60,79,16,good
20,69,65,3,good
79,87,44,2,good
75,96,17,2,good
65,52,98,10,good
40,50,44,15,good
23,75,18,3,good
34,55,76,8,good
55,26,67,18,good
29,37,82,11,good
56,61,49,7,good
93,17,24,19,good
46,63,37,7,good
34,76,94,2,good
18,29,35,6,good
7,48,67,5,good
25,40,55,14,good
70,12,38,18,good
29,33,62,4,good
6,99,6,4,good
66,93,57,13,good
64,24,79,1,good
35,65,58,20,good
24,99,47,5,good
36,17,4,3,good
0,4,86,19,good
14,18,35,13,good
36,41,95,7,good
12,17,87,10,good
7,31,24,3,good
4,20,44,2,good
59,9,91,7,good
72,36,18,9,good
0,48,6,12,good
35,85,57,10,good
34,12,80,19,good
65,54,65,13,good
62,16,79,10,good
22,8,38,5,good
8,87,17,15,good
33,43,0,3,good
45,77,62,8,good
77,45,2,6,good
3,7,20,19,good
29,36,29,17,good
94,18,10,10,good
74,62,21,1,good
98,91,56,13,good
71,45,88,10,good
2,93,2,12,good
13,70,29,2,good
59,25,87,10,good
76,45,44,1,good
44,45,35,1,good
95,74,86,20,bad
33,13,71,15,good
44,84,63,1,good
60,62,53,9,good
82,71,67,7,good
15,2,49,16,good
65,27,30,16,good
39,28,28,13,good
16,86,58,10,good
33,17,35,18,good
15,34,76,9,good
59,76,72,12,good
65,75,84,13,good
65,46,66,11,good
89,4,88,15,good
12,74,88,10,good
55,58,75,10,good
30,74,92,9,good
33,58,10,3,good
38,46,10,16,good
66,94,25,12,good
7,94,52,17,good
86,12,13,15,good
77,77,63,3,good
54,88,79,5,good
26,32,9,13,good
92,96,30,6,good
52,61,94,9,good
38,78,35,19,good
64,15,9,7,good
16,43,25,13,good
29,57,19,5,good
52,5,43,16,good
12,88,61,4,good
20,14,72,5,good
18,3,78,20,good
52,55,8,19,good
18,63,70,6,good
56,67,89,4,good
24,93,23,1,good
85,33,11,17,good
30,90,59,9,good
80,94,83,16,good
54,55,77,2,good
22,31,85,11,good
31,8,15,5,good
61,62,28,13,good
73,71,31,20,good
9,77,82,17,good
99,32,34,15,good
71,86,42,12,good
53,20,95,6,good
51,54,52,20,good
19,75,19,13,good
31,56,83,18,good
13,1,7,15,good
49,12,98,15,good
27,3,41,8,good
52,83,76,19,good
23,49,69,14,good
78,47,15,7,good
21,77,68,14,good
29,29,52,5,good
62,28,44,15,good
3,7,50,15,good
76,11,97,4,good
58,40,5,1,good
86,25,32,17,good
7,49,78,20,good
81,1,14,1,good
11,54,13,16,good
30,55,38,13,good
77,13,62,18,good
33,5,4,10,good
81,94,89,18,good
97,80,80,17,good
74,88,51,9,good
75,60,15,14,good
48,95,98,13,good
78,11,37,20,good
56,12,52,20,good
94,18,86,14,good
92,43,76,11,good
25,88,96,13,good
17,94,92,17,good
95,58,52,3,good
85,36,45,1,good
37,24,97,5,good
80,15,97,13,good
86,37,90,5,good
87,42,14,5,good
49,86,58,12,good
7,13,49,2,good
40,5,8,16,good
5,88,25,17,good
68,22,2,5,good
43,59,99,12,good
63,11,46,15,good
28,12,4,6,good
27,99,61,13,good
10,97,83,11,good
64,5,83,17,good
18,62,4,9,good
8,37,9,16,good
26,49,79,17,good
33,51,62,20,good
43,39,24,18,good
67,7,43,13,good
99,60,24,11,good
81,7,29,13,good
14,96,13,13,good
50,33,85,12,good
12,78,42,14,good
82,99,27,13,good
48,59,93,9,good
69,56,18,14,good
55,98,41,1,good
75,45,19,9,good
50,21,98,4,good
36,86,85,12,good
16,39,78,14,good
57,44,10,9,good
86,54,53,3,good
89,50,97,6,good
28,85,23,3,good
32,4,69,1,good
59,94,16,3,good
90,12,27,14,good
88,27,49,20,good
54,83,94,2,good
9,96,99,12,good
46,79,54,10,good
22,61,72,13,good
84,92,9,20,good
20,86,20,4,good
12,23,57,19,good
100,97,33,1,good
32,6,94,11,good
23,37,92,16,good
10,36,42,19,good
16,67,10,19,good
67,97,32,12,good
46,41,57,3,good
24,85,45,18,good
93,4,60,17,good
72,63,61,5,good
